ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Position
,simple,SF-832,77645 21 IC,1,0,visible,HIGH-PERFORMANCE IC FOR POWER MANAGEMENT AND SIGNAL CONTROL,"<p><span data-sheets-root=""1"">HIGH-PERFORMANCE IC FOR POWER MANAGEMENT AND SIGNAL CONTROL</span></p>",taxable,,1,,0,0,,,,,1,,199,299,Mobile Ic > PA-2,,,https://sparefix.co.in/uploads/media/2026/11.jpeg,0
,simple,SF-850,77645 61 IC,1,0,visible,HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.,"<p><span data-sheets-root=""1"">HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.</span></p>",taxable,,1,,0,0,,,,,1,,199,399,Mobile Ic > PA-2,,,https://sparefix.co.in/uploads/media/2026/24.jpeg,0
,simple,SF-933,77646 51 IC,1,0,visible,HIGH PERFORMANCE MOBILE IC FOR POWER MANAGEMENT AND SIGNAL CONTROL.,"<p><span data-sheets-root=""1"">HIGH PERFORMANCE MOBILE IC FOR POWER MANAGEMENT AND SIGNAL CONTROL.</span></p>",taxable,,1,,0,0,,,,,1,,179,279,Mobile Ic > PA-3,,,https://sparefix.co.in/uploads/media/2026/41.jpeg,0
,simple,SF-845,77647 21 IC,1,0,visible,HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.,"<p><span data-sheets-root=""1"">HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.</span></p>",taxable,,1,,0,0,,,,,1,,199,399,Mobile Ic > PA-2,,,https://sparefix.co.in/uploads/media/2026/20.jpeg,0
,simple,SF-932,77648 11 IC,1,0,visible,HIGH RELIABILITY MOBILE IC FOR POWER AND SIGNAL MANAGEMENT.,"<p><span data-sheets-root=""1"">HIGH RELIABILITY MOBILE IC FOR POWER AND SIGNAL MANAGEMENT.</span></p>",taxable,,1,,0,0,,,,,1,,199,399,Mobile Ic > PA-3,,,https://sparefix.co.in/uploads/media/2026/40.jpeg,0
,simple,SF-833,77652 11 IC,1,0,visible,HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.,"<p><span data-sheets-root=""1"">HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.</span></p>",taxable,,1,,0,0,,,,,1,,199,299,Mobile Ic > PA-2,,,https://sparefix.co.in/uploads/media/2026/12.jpeg,0
,simple,SF-836,77652 31 IC,1,0,visible,HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.,"<p><span data-sheets-root=""1"">HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.</span></p>",taxable,,1,,0,0,,,,,1,,179,279,Mobile Ic > PA-2,,,https://sparefix.co.in/uploads/media/2026/14.jpeg,0
,simple,SF-848,77656 11 IC,1,0,visible,HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.,"<p><span data-sheets-root=""1"">HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.</span></p>",taxable,,1,,0,0,,,,,1,,199,399,Mobile Ic > PA-2,,,https://sparefix.co.in/uploads/media/2026/23.jpeg,0
,simple,SF-851,77660 11 IC,1,0,visible,HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.,"<p><span data-sheets-root=""1"">HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.</span></p>",taxable,,1,,0,0,,,,,1,,199,399,Mobile Ic > PA-2,,,https://sparefix.co.in/uploads/media/2026/25.jpeg,0
,simple,SF-847,77661 11 IC,1,0,visible,HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.,"<p><span data-sheets-root=""1"">HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.</span></p>",taxable,,1,,0,0,,,,,1,,249,349,Mobile Ic > PA-2,,,https://sparefix.co.in/uploads/media/2026/22.jpeg,0
,simple,SF-843,77741 2 IC,1,0,visible,HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.,"<p><span data-sheets-root=""1"">HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER MANAGEMENT AND SIGNAL CONTROL.</span></p>",taxable,,1,,0,0,,,,,1,,179,279,Mobile Ic > PA-2,,,https://sparefix.co.in/uploads/media/2026/18.jpeg,0
,simple,SF-955,77759 51 IC,1,0,visible,HIGH PERFORMANCE MOBILE IC FOR POWER MANAGEMENT AND SIGNAL CONTROL.,"<p><span data-sheets-root=""1"">HIGH PERFORMANCE MOBILE IC FOR POWER MANAGEMENT AND SIGNAL CONTROL.</span></p>",taxable,,1,,0,0,,,,,1,,229,429,Mobile Ic > PA-3,,,https://sparefix.co.in/uploads/media/2026/55.jpeg,0
,simple,SF-930,77786 1 IC,1,0,visible,HIGH RELIABILITY MOBILE IC FOR POWER AND SIGNAL MANAGEMENT.,"<p><span data-sheets-root=""1"">HIGH RELIABILITY MOBILE IC FOR POWER AND SIGNAL MANAGEMENT.</span></p>",taxable,,1,,0,0,,,,,1,,219,419,Mobile Ic > PA-3,,,https://sparefix.co.in/uploads/media/2026/38.jpeg,0
,simple,SF-831,77803 20 IC,1,0,visible,HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER AND SIGNAL CONTROL.,"<p><span data-sheets-root=""1"">HIGH-PERFORMANCE INTEGRATED CIRCUIT FOR POWER AND SIGNAL CONTROL.</span></p>",taxable,,1,,0,0,,,,,1,,199,299,Mobile Ic > PA-2,,,https://sparefix.co.in/uploads/media/2026/10.jpeg,0
,simple,SF-827,77810 12 IC,1,0,visible,HIGH-PERFORMANCE IC FOR POWER MANAGEMENT AND SIGNAL PROCESSING.,"<p><span data-sheets-root=""1"">HIGH-PERFORMANCE IC FOR POWER MANAGEMENT AND SIGNAL PROCESSING.</span></p>",taxable,,1,,0,0,,,,,1,,249,449,Mobile Ic > PA-2,,,https://sparefix.co.in/uploads/media/2026/WhatsApp_Image_2026-01-07_at_12_41_38_PM_(5).jpeg,0
,simple,SF-929,77824 11 IC,1,0,visible,HIGH PERFORMANCE MOBILE IC FOR POWER MANAGEMENT AND SIGNAL CONTROL.,"<p><span data-sheets-root=""1"">HIGH PERFORMANCE MOBILE IC FOR POWER MANAGEMENT AND SIGNAL CONTROL.</span></p>",taxable,,1,,0,0,,,,,1,,179,279,Mobile Ic > PA-3,,,https://sparefix.co.in/uploads/media/2026/37.jpeg,0
,simple,SF-883,77910 11 IC,1,0,visible,LOW POWER VOLTAGE REGULATOR IC USED IN MOBILE DEVICES FOR STABLE OUTPUT VOLTAGE.,<p>LOW POWER VOLTAGE REGULATOR IC USED IN MOBILE DEVICES FOR STABLE OUTPUT VOLTAGE.</p>,taxable,,1,,0,0,,,,,1,,179,379,Mobile Ic > PA-1,,,https://sparefix.co.in/uploads/media/2026/77910_11.jpeg,0
,simple,SF-887,77910 21 IC,1,0,visible,"HIGH-EFFICIENCY MOBILE POWER IC WITH PROTECTION CIRCUITS, LOW CURRENT, SMALL PACKAGE.","<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" tabindex=""-1"" data-turn-id=""request-WEB:5ad006a1-f3d4-412d-b102-2ff81d77046c-35"" data-testid=""conversation-turn-4"" data-scroll-anchor=""false"" data-turn=""assistant"">
<div class=""text-base my-auto mx-auto [--thread-content-margin:--spacing(4)] @w-sm/main:[--thread-content-margin:--spacing(6)] @w-lg/main:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] @w-lg/main:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" dir=""auto"" data-message-author-role=""assistant"" data-message-id=""0a3aab77-04a7-4670-934e-340241dcc623"" data-message-model-slug=""gpt-5-mini"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full break-words light markdown-new-styling"">
<p data-start=""51"" data-end=""140"" data-is-last-node="""" data-is-only-node="""">HIGH-EFFICIENCY MOBILE POWER IC WITH PROTECTION CIRCUITS, LOW CURRENT, SMALL PACKAGE.</p>",taxable,,1,,0,0,,,,,1,,199,399,Mobile Ic > PA-1,,,https://sparefix.co.in/uploads/media/2026/77910_21.jpeg,0
,simple,SF-889,`77912 21 IC,1,0,visible,HIGH PERFORMANCE INTEGRATED CIRCUIT SUITABLE FOR MOBILE AND CONSUMER ELECTRONICS.,<p>HIGH PERFORMANCE INTEGRATED CIRCUIT SUITABLE FOR MOBILE AND CONSUMER ELECTRONICS.</p>,taxable,,1,,0,0,,,,,1,,179,379,Mobile Ic > PA-1,,,https://sparefix.co.in/uploads/media/2026/77912_21.jpeg,0
,simple,SF-892,77912 51 IC,1,0,visible,MULTI-FUNCTION POWER MANAGEMENT IC USED IN MOBILE AND ELECTRONIC CIRCUITS FOR STABLE POWER DISTRIBUTION AND CONTROL.,<p>MULTI-FUNCTION POWER MANAGEMENT IC USED IN MOBILE AND ELECTRONIC CIRCUITS FOR STABLE POWER DISTRIBUTION AND CONTROL.</p>,taxable,,1,,0,0,,,,,1,,179,379,Mobile Ic > PA-1,,,https://sparefix.co.in/uploads/media/2026/77912_51.jpeg,0
,simple,SF-888,77912 61 IC,1,0,visible,HIGH-EFFICIENCY POWER MANAGEMENT IC WITH LOW NOISE AND RELIABLE PERFORMANCE.,<p>HIGH-EFFICIENCY POWER MANAGEMENT IC WITH LOW NOISE AND RELIABLE PERFORMANCE.</p>,taxable,,1,,0,0,,,,,1,,179,379,Mobile Ic > PA-1,,,https://sparefix.co.in/uploads/media/2026/77912_61.jpeg,0
,simple,SF-882,77916 11 IC,1,0,visible,HIGH-EFFICIENCY POWER MANAGEMENT IC USED IN MOBILE DEVICES FOR STABLE VOLTAGE REGULATION AND SYSTEM POWER CONTROL.,<p>HIGH-EFFICIENCY POWER MANAGEMENT IC USED IN MOBILE DEVICES FOR STABLE VOLTAGE REGULATION AND SYSTEM POWER CONTROL.</p>,taxable,,1,,0,0,,,,,1,,199,399,Mobile Ic > PA-1,,,https://sparefix.co.in/uploads/media/2026/77916_11.jpeg,0
,simple,SF-894,77916 21 IC,1,0,visible,POWER MANAGEMENT IC USED IN SMARTPHONES FOR STABLE POWER DISTRIBUTION AND SYSTEM CONTROL.,<p>POWER MANAGEMENT IC USED IN SMARTPHONES FOR STABLE POWER DISTRIBUTION AND SYSTEM CONTROL.</p>,taxable,,1,,0,0,,,,,1,,179,379,Mobile Ic > PA-1,,,https://sparefix.co.in/uploads/media/2026/77916_21.jpeg,0
,simple,SF-885,77916 31 IC,1,0,visible,HIGH-EFFICIENCY POWER MANAGEMENT IC WITH MULTI-CHANNEL VOLTAGE REGULATION AND PROTECTION.,<p>HIGH-EFFICIENCY POWER MANAGEMENT IC WITH MULTI-CHANNEL VOLTAGE REGULATION AND PROTECTION.</p>,taxable,,1,,0,0,,,,,1,,199,399,Mobile Ic > PA-1,,,https://sparefix.co.in/uploads/media/2026/77916_31.jpeg,0
,simple,SF-893,77920 21 IC,1,0,visible,HIGH EFFICIENCY POWER MANAGEMENT IC USED IN SMARTPHONES FOR VOLTAGE REGULATION AND POWER CONTROL.,<p>HIGH EFFICIENCY POWER MANAGEMENT IC USED IN SMARTPHONES FOR VOLTAGE REGULATION AND POWER CONTROL.</p>,taxable,,1,,0,0,,,,,1,,299,499,Mobile Ic > PA-1,,,https://sparefix.co.in/uploads/media/2026/77920_21.jpeg,0
,simple,SF-884,77925 21 IC,1,0,visible,HIGH-EFFICIENCY MOBILE POWER MANAGEMENT IC USED FOR VOLTAGE REGULATION AND POWER DISTRIBUTION IN SMARTPHONES.,<p>HIGH-EFFICIENCY MOBILE POWER MANAGEMENT IC USED FOR VOLTAGE REGULATION AND POWER DISTRIBUTION IN SMARTPHONES.</p>,taxable,,1,,0,0,,,,,1,,199,399,Mobile Ic > PA-1,,,https://sparefix.co.in/uploads/media/2026/77925_21.jpeg,0
,simple,SF-890,77927 11 IC,1,0,visible,POWER MANAGEMENT IC USED IN SMARTPHONES FOR VOLTAGE REGULATION AND POWER DISTRIBUTION.,<p>POWER MANAGEMENT IC USED IN SMARTPHONES FOR VOLTAGE REGULATION AND POWER DISTRIBUTION.</p>,taxable,,1,,0,0,,,,,1,,249,449,Mobile Ic > PA-1,,,https://sparefix.co.in/uploads/media/2026/77927_11_.jpeg,0
,simple,SF-891,77928 11 ic,1,0,visible,DUAL-CHANNEL POWER MANAGEMENT IC USED IN MOBILE DEVICES FOR STABLE VOLTAGE REGULATION AND SYSTEM CONTROL.,<p>DUAL-CHANNEL POWER MANAGEMENT IC USED IN MOBILE DEVICES FOR STABLE VOLTAGE REGULATION AND SYSTEM CONTROL.</p>,taxable,,1,,0,0,,,,,1,,249,449,Mobile Ic > PA-1,,,https://sparefix.co.in/uploads/media/2026/77928_11.jpeg,0
,simple,SF-886,77928 21 IC,1,0,visible,"HIGH PERFORMANCE POWER MANAGEMENT, LOW POWER, STABLE OPERATION.","<p>HIGH PERFORMANCE POWER MANAGEMENT, LOW POWER, STABLE OPERATION.</p>",taxable,,1,,0,0,,,,,1,,199,399,Mobile Ic > PA-1,,,https://sparefix.co.in/uploads/media/2026/77928_21.jpeg,0
,simple,SF-917,77928 21 IC,1,0,visible,HIGH RELIABILITY MOBILE IC FOR POWER AND SIGNAL MANAGEMENT.,"<p><span data-sheets-root=""1"">HIGH RELIABILITY MOBILE IC FOR POWER AND SIGNAL MANAGEMENT.</span></p>",taxable,,1,,0,0,,,,,1,,199,399,Mobile Ic > PA-3,,,https://sparefix.co.in/uploads/media/2026/241.jpeg,0
,simple,SF-972,78048 12 IC,1,0,visible,HIGH RELIABILITY MOBILE IC FOR POWER MANAGEMENT AND SIGNAL CONTROL.,"<p><span data-sheets-root=""1"">HIGH RELIABILITY MOBILE IC FOR POWER MANAGEMENT AND SIGNAL CONTROL.</span></p>",taxable,,1,,0,0,,,,,1,,219,419,Mobile Ic > PA-3,,,https://sparefix.co.in/uploads/media/2026/66.jpeg,0
,simple,SF-959,78078 IC,1,0,visible,HIGH PERFORMANCE MOBILE IC FOR POWER MANAGEMENT AND SIGNAL CONTROL.,"<p><span data-sheets-root=""1"">HIGH PERFORMANCE MOBILE IC FOR POWER MANAGEMENT AND SIGNAL CONTROL.</span></p>",taxable,,1,,0,0,,,,,1,,179,279,Mobile Ic > PA-3,,,https://sparefix.co.in/uploads/media/2026/58.jpeg,0
,simple,SF-900,78160 11 IC,1,0,visible,MOBILE RF POWER AMPLIFIER IC FOR SIGNAL BOOSTING.,"<p><span data-sheets-root=""1"">MOBILE RF POWER AMPLIFIER IC FOR SIGNAL BOOSTING.</span></p>",taxable,,1,,0,0,,,,,1,,229,429,Mobile Ic > PA-3,,,https://sparefix.co.in/uploads/media/2026/6.jpeg,0
,simple,SF-940,78190 31 IC,1,0,visible,HIGH PERFORMANCE MOBILE IC FOR POWER MANAGEMENT AND SIGNAL CONTROL.,"<p><span data-sheets-root=""1"">HIGH PERFORMANCE MOBILE IC FOR POWER MANAGEMENT AND SIGNAL CONTROL.</span></p>",taxable,,1,,0,0,,,,,1,,249,449,Mobile Ic > PA-3,,,https://sparefix.co.in/uploads/media/2026/48.jpeg,0
,simple,SF-192,8566 IC,1,0,visible,8566 IC POWER MANAGEMENT IC FOR SMARTPHONES AND TABLETS,<p>8566 IC POWER MANAGEMENT IC FOR SMARTPHONES AND TABLETS</p>,taxable,,1,,0,0,,,,,1,,220,420,Mobile Ic > LIGHT&AUDIO IC,,,https://sparefix.co.in/uploads/media/2025/WhatsApp_Image_2025-10-21_at_4_13_39_PM_(2).jpeg,0
,simple,SF-184,8738 IC,1,0,visible,8738 IC SHORT DESCRIPTION: 8738 IC HIGH PERFORMANCE INTEGRATED CIRCUIT FOR ELECTRONIC APPLICATIONS,"<p>8738 IC SHORT DESCRIPTION: <strong data-start=""27"" data-end=""102"">8738 IC HIGH PERFORMANCE INTEGRATED CIRCUIT FOR ELECTRONIC APPLICATIONS</strong></p>",taxable,,1,,0,0,,,,,1,,200,400,Mobile Ic > LIGHT&AUDIO IC,,,https://sparefix.co.in/uploads/media/2025/WhatsApp_Image_2025-10-21_at_4_13_40_PM_(2).jpeg,0
,simple,SF-193,874 D IC,1,0,visible,874 D IC POWER MANAGEMENT CHIP FOR MOBILE DEVICES,<p>874 D IC POWER MANAGEMENT CHIP FOR MOBILE DEVICES</p>,taxable,,1,,0,0,,,,,1,,180,280,Mobile Ic > LIGHT&AUDIO IC,,,https://sparefix.co.in/uploads/media/2025/WhatsApp_Image_2025-10-21_at_4_13_46_PM_(1).jpeg,0
,simple,SF-1002,+98512 IC,1,0,visible,HIGH-EFFICIENCY POWER MANAGEMENT IC DESIGNED FOR STABLE VOLTAGE REGULATION AND SYSTEM PROTECTION IN COMPACT ELECTRONIC DEVICES.,"<p><span data-sheets-root=""1"">HIGH-EFFICIENCY POWER MANAGEMENT IC DESIGNED FOR STABLE VOLTAGE REGULATION AND SYSTEM PROTECTION IN COMPACT ELECTRONIC DEVICES.</span></p>",taxable,,1,,0,0,,,,,1,,199,399,Mobile Ic > CHARGING & MIXED,,,https://sparefix.co.in/uploads/media/2026/98512_IC.jpeg,0
,simple,SF-365,98928 IC,1,0,visible,"HIGH-EFFICIENCY POWER MANAGEMENT IC FOR SMARTPHONES AND PORTABLE DEVICES, PROVIDING MULTI-CHANNEL VOLTAGE REGULATION AND PROTECTION FEATURES.","<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto [content-visibility:auto] supports-[content-visibility:auto]:[contain-intrinsic-size:auto_100lvh] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" tabindex=""-1"" data-turn-id=""35753ee2-eb2b-4988-bcb8-09927724e6d6"" data-testid=""conversation-turn-2"" data-scroll-anchor=""true"" data-turn=""assistant"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] thread-sm:[--thread-content-margin:--spacing(6)] thread-lg:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] thread-lg:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" dir=""auto"" data-message-author-role=""assistant"" data-message-id=""81ad1766-4c8e-419c-ad0a-55ea4597a3fd"" data-message-model-slug=""gpt-5"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full break-words light markdown-new-styling"">
<p data-start=""0"" data-end=""158"" data-is-last-node="""" data-is-only-node="""">HIGH-EFFICIENCY POWER MANAGEMENT IC FOR SMARTPHONES AND PORTABLE DEVICES, PROVIDING MULTI-CHANNEL VOLTAGE REGULATION AND PROTECTION FEATURES.</p>",taxable,,1,,0,0,,,,,1,,159,359,Mobile Ic > POWER AND SERIES,,,https://sparefix.co.in/uploads/media/2025/98928.jpg,0
,simple,SF-509,AIXUN UP200 FLUX,1,0,visible,"LEAD-FREE, NO-CLEAN SOLDER FLUX FOR PRECISION ELECTRONICS, BGA REBALLING, SMD/PCB SOLDERING AND REPAIR.","<p>LEAD-FREE, NO-CLEAN SOLDER FLUX FOR PRECISION ELECTRONICS, BGA REBALLING, SMD/PCB SOLDERING AND REPAIR.</p>",taxable,,1,,0,0,,,,,1,,219,419,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/AIXUN_UP200_FLUX.jpg,0
,simple,SF-196,ALC 5691 IC,1,0,visible,"ALC 5691 IC IS A HIGH-PERFORMANCE AUDIO CODEC CHIP USED FOR SOUND PROCESSING IN COMPUTERS AND MOBILE DEVICES, PROVIDING CLEAR AUDIO INPUT AND OUTPUT FUNCTIONS.","<p>ALC 5691 IC IS A HIGH-PERFORMANCE AUDIO CODEC CHIP USED FOR SOUND PROCESSING IN COMPUTERS AND MOBILE DEVICES, PROVIDING CLEAR AUDIO INPUT AND OUTPUT FUNCTIONS.</p>",taxable,,1,,0,0,,,,,1,,280,480,Mobile Ic > LIGHT&AUDIO IC,,,https://sparefix.co.in/uploads/media/2025/WhatsApp_Image_2025-10-21_at_4_13_40_PM1.jpeg,0
,simple,SF-318,AMAOE 1+10P MIDDLE LAYER STENCIL,1,0,visible,AMAOE 1+10P MIDDLE LAYER STENCIL DESIGNED FOR PRECISE BGA REBALLING AND REPAIR OF ONEPLUS 10 PRO MOTHERBOARD.,<p>AMAOE 1+10P MIDDLE LAYER STENCIL DESIGNED FOR PRECISE BGA REBALLING AND REPAIR OF ONEPLUS 10 PRO MOTHERBOARD.&nbsp;</p>,taxable,,1,,0,0,,,,,1,,279,379,STENCIL,,,https://sparefix.co.in/uploads/media/2025/1+10_PRO_STENCIL.jpg,0
,simple,SF-319,AMAOE 1+11 MIDDLE LAYER STENCIL,1,0,visible,AMAOE 1+11 MIDDLE LAYER STENCIL DESIGNED FOR ACCURATE BGA REBALLING OF ONEPLUS 11 MOTHERBOARD.,<p>AMAOE 1+11 MIDDLE LAYER STENCIL DESIGNED FOR ACCURATE BGA REBALLING OF ONEPLUS 11 MOTHERBOARD.&nbsp;</p>,taxable,,1,,0,0,,,,,1,,279,379,STENCIL,,,https://sparefix.co.in/uploads/media/2025/1+11_STENCIL.jpg,0
,simple,SF-351,AMAOE 11U-012 MIDDLE LAYER STENCIL FOR MI 11 ULTRA/MI 11 PRO,1,0,visible,"PRECISE MIDDLE LAYER BGA REBALLING STENCIL FOR MI 11 ULTRA / MI 11 PRO – 0.12MM STAINLESS STEEL, DURABLE AND REUSABLE.","<p>PRECISE MIDDLE LAYER BGA REBALLING STENCIL FOR MI 11 ULTRA / MI 11 PRO &ndash; 0.12MM STAINLESS STEEL, DURABLE AND REUSABLE.</p>",taxable,,1,,0,0,,,,,1,,279,379,STENCIL,,,https://sparefix.co.in/uploads/media/2025/11_ULTRA_012_STENCIL.jpg,0
,simple,SF-321,AMAOE 12S ULTRA M12SU-012 MIDDLE LAYER STENCIL,1,0,visible,"AMAOE M12S ULTRA-012 MIDDLE LAYER STENCIL FOR XIAOMI 12S SERIES, USED FOR PRECISE BGA REBALLING AND MOTHERBOARD REPAIR.","<p>AMAOE M12S ULTRA-012 MIDDLE LAYER STENCIL FOR XIAOMI 12S SERIES, USED FOR PRECISE BGA REBALLING AND MOTHERBOARD REPAIR.</p>",taxable,,1,,0,0,,,,,1,,279,379,STENCIL,,,https://sparefix.co.in/uploads/media/2025/12S_ULTRA_STENCIL.jpeg,0
,simple,SF-322,AMAOE 13 ULTRA STENCIL,1,0,visible,AMAOE 13 ULTRA STENCIL FOR MI 13 ULTRA WIFI MOTHERBOARD REBALLING TOOL DESIGNED FOR PRECISE BGA CHIP REPAIR AND SOLDERING WORK.,<p>AMAOE 13 ULTRA STENCIL FOR MI 13 ULTRA WIFI MOTHERBOARD REBALLING TOOL DESIGNED FOR PRECISE BGA CHIP REPAIR AND SOLDERING WORK.</p>,taxable,,1,,0,0,,,,,1,,279,379,STENCIL,,,https://sparefix.co.in/uploads/media/2025/13_ULTRA_STENCIL1.jpeg,0
,simple,SF-516,AMAOE 138 PPD,1,0,visible,HIGH-QUALITY PHONE DISPLAY PROTECTION FILM FOR ACCURATE ALIGNMENT AND DUST PREVENTION DURING SCREEN REPLACEMENT.,"<p data-start=""57"" data-end=""192"">HIGH-QUALITY PHONE DISPLAY PROTECTION FILM FOR ACCURATE ALIGNMENT AND DUST PREVENTION DURING SCREEN REPLACEMENT.</p>
<p data-start=""194"" data-end=""211"">&nbsp;</p>",taxable,,1,,0,0,,,,,1,,319,519,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/AMAOE_138_PPD.jpg,0
,simple,SF-517,AMAOE 183 PPD,1,0,visible,HIGH-QUALITY PHONE DISPLAY PROTECTION FILM FOR ACCURATE ALIGNMENT AND DUST PREVENTION DURING SCREEN REPLACEMENT.,"<p data-start=""57"" data-end=""192"">HIGH-QUALITY PHONE DISPLAY PROTECTION FILM FOR ACCURATE ALIGNMENT AND DUST PREVENTION DURING SCREEN REPLACEMENT.</p>
<p data-start=""194"" data-end=""211"">&nbsp;</p>",taxable,,1,,0,0,,,,,1,,319,519,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/AMAOE_183_PPD.jpg,0
,simple,SF-320,AMAOE 1+9P MIDDLE LAYER STENCIL,1,0,visible,AMAOE 1+9P MIDDLE LAYER STENCIL DESIGNED FOR ACCURATE BGA REBALLING AND MOTHERBOARD REPAIR OF ONEPLUS 9 PRO.,<p>AMAOE 1+9P MIDDLE LAYER STENCIL DESIGNED FOR ACCURATE BGA REBALLING AND MOTHERBOARD REPAIR OF ONEPLUS 9 PRO. MADE FROM HIGH-QUALITY JAPANESE STEEL FOR PRECISION AND LONG-LASTING PERFORMANCE.</p>,taxable,,1,,0,0,,,,,1,,279,379,STENCIL,,,https://sparefix.co.in/uploads/media/2025/1+9_PRO_STENCIL.jpg,0
,simple,SF-312,AMAOE 34*34 STENCIL,1,0,visible,"AMAOE 34×34 BGA REBALLING STENCIL FOR IC CHIP REPAIR, HIGH-PRECISION STAINLESS STEEL, DURABLE AND EASY TO USE FOR PHONE AND MOTHERBOARD REWORK.","<p>AMAOE 34&times;34 BGA REBALLING STENCIL FOR IC CHIP REPAIR, HIGH-PRECISION STAINLESS STEEL, DURABLE AND EASY TO USE FOR PHONE AND MOTHERBOARD REWORK.</p>",taxable,,1,,0,0,,,,,1,,199,299,STENCIL,,,https://sparefix.co.in/uploads/media/2025/34_34_STENCIL.jpeg,0
